pitch_type,prev_vel,prev_zone,prev_type,stand,balls,strikes,runner,outs_when_up,inning,run_diff
Cutter,89.8,8,S,L,3,2,0,1,7,10
2-Seam Fastball,90.5,14,B,L,0,0,1,1,7,10
Cutter,92.3,13,B,L,1,0,1,1,7,10
2-Seam Fastball,90.6,14,B,L,2,0,1,1,7,10
Cutter,91.5,14,B,L,3,0,1,1,7,10
Slider,88.8,11,B,L,0,0,1,1,7,10
Slider,85.7,6,S,L,0,1,1,1,7,10
2-Seam Fastball,84.1,14,B,L,1,1,1,1,7,10
Cutter,92,8,S,L,1,2,1,1,7,10
Slider,89,4,S,L,1,2,1,1,7,10
Cutter,85.1,14,S,L,1,2,1,1,7,10
2-Seam Fastball,89.7,1,X,R,0,0,0,0,1,0
2-Seam Fastball,92.7,12,B,R,1,0,0,0,1,0
2-Seam Fastball,92.8,5,X,L,0,0,0,1,1,0
Cutter,93,11,S,L,0,1,0,1,1,0
2-Seam Fastball,90.2,14,B,L,1,1,0,1,1,0
Cutter,93,14,B,L,2,1,0,1,1,0
Cutter,90.1,9,X,R,0,0,0,2,1,0
Curveball,91.4,12,S,R,0,1,0,2,1,0
Cutter,77.5,4,S,R,0,2,0,2,1,0
Slider,90.9,14,S,R,0,2,0,2,1,0
2-Seam Fastball,87.9,9,S,L,0,0,0,0,2,0
Cutter,93.4,11,B,L,1,0,0,0,2,0
2-Seam Fastball,91.2,12,B,L,2,0,0,0,2,0
2-Seam Fastball,91.8,11,B,L,3,0,0,0,2,0
2-Seam Fastball,93.6,11,B,L,0,0,1,0,2,0
Cutter,93,5,S,L,0,1,1,0,2,0
2-Seam Fastball,91.5,6,X,L,0,0,0,2,2,0
Cutter,93.1,8,S,L,0,1,0,2,2,0
Cutter,92,14,S,L,0,2,0,2,2,0
Cutter,90.7,14,B,L,1,2,0,2,2,0
2-Seam Fastball,91.7,4,S,L,0,0,0,0,3,0
Changeup,93.3,3,S,L,0,1,0,0,3,0
2-Seam Fastball,89.4,13,B,L,1,1,0,0,3,0
Cutter,92.8,13,B,L,2,1,0,0,3,0
2-Seam Fastball,90.5,2,S,L,2,2,0,0,3,0
2-Seam Fastball,93.2,7,B,L,3,2,0,0,3,0
2-Seam Fastball,92.8,5,X,L,0,0,1,0,3,0
Cutter,94.3,11,B,L,1,0,1,0,3,0
2-Seam Fastball,92.2,14,S,L,1,1,1,0,3,0
Cutter,93.7,8,S,L,1,2,1,0,3,0
Cutter,90.9,11,B,L,2,2,1,0,3,0
Cutter,91.1,1,S,L,2,2,1,0,3,0
Slider,91,9,S,L,2,2,1,0,3,0
2-Seam Fastball,87,1,X,R,0,0,1,1,3,0
Cutter,91.7,5,S,R,0,1,1,1,3,0
Cutter,87.5,8,S,R,0,2,1,1,3,0
Cutter,90.8,14,S,R,0,0,1,2,3,0
Cutter,91.9,6,S,R,0,1,1,2,3,0
Cutter,91.3,3,X,L,0,0,0,0,4,0
Changeup,90.8,3,S,L,0,1,0,0,4,0
2-Seam Fastball,90.1,13,B,L,1,1,0,0,4,0
Cutter,94.1,9,S,L,1,2,0,0,4,0
Cutter,90.9,14,B,L,2,2,0,0,4,0
2-Seam Fastball,91.4,14,S,R,0,0,0,1,4,0
2-Seam Fastball,92.2,7,X,L,0,0,0,2,4,0
2-Seam Fastball,93.9,14,B,L,1,0,0,2,4,0
Cutter,93.8,4,S,L,1,1,0,2,4,0
Cutter,91.7,12,S,L,1,2,0,2,4,0
Changeup,92,14,B,L,2,2,0,2,4,0
Cutter,89.9,13,B,L,3,2,0,2,4,0
Changeup,91.7,14,S,L,0,0,0,0,5,0
Cutter,89.4,4,S,L,0,1,0,0,5,0
Changeup,91.5,11,B,L,1,1,0,0,5,0
Cutter,89.1,13,B,L,2,1,0,0,5,0
Slider,90.7,14,S,L,2,2,0,0,5,0
2-Seam Fastball,84.7,5,S,L,2,2,0,0,5,0
Cutter,93.6,14,B,L,3,2,0,0,5,0
Slider,91.4,1,S,L,0,0,0,1,5,0
Cutter,85.6,14,B,L,1,0,0,1,5,0
Cutter,91.7,2,S,L,1,1,0,1,5,0
2-Seam Fastball,92.5,5,S,L,1,2,0,1,5,0
Cutter,92.2,14,S,L,1,2,0,1,5,0
Cutter,91.3,11,B,L,2,2,0,1,5,0
2-Seam Fastball,89.6,1,S,L,2,2,0,1,5,0
Changeup,93,5,X,L,0,0,0,2,5,0
2-Seam Fastball,89.8,8,X,L,0,0,1,2,5,0
2-Seam Fastball,92.6,13,B,L,1,0,1,2,5,0
2-Seam Fastball,92.4,7,S,L,1,1,1,2,5,0
Cutter,93.9,1,X,R,0,0,0,0,6,4
Cutter,90.3,12,B,R,1,0,0,0,6,4
2-Seam Fastball,89.8,14,B,R,2,0,0,0,6,4
2-Seam Fastball,92.1,6,S,R,2,1,0,0,6,4
2-Seam Fastball,91.4,13,X,R,0,0,0,1,6,4
Curveball,93.6,14,B,R,1,0,0,1,6,4
Cutter,78.6,8,S,R,1,1,0,1,6,4
2-Seam Fastball,90.8,14,S,R,1,2,0,1,6,4
Cutter,92.4,7,X,L,0,0,1,1,6,4
2-Seam Fastball,91,9,S,L,0,1,1,1,6,4
2-Seam Fastball,92.7,9,S,L,0,2,1,1,6,4
Cutter,92.7,13,B,L,1,2,1,1,6,4
Cutter,91.6,3,S,L,1,2,1,1,6,4
Cutter,90.9,9,X,R,0,0,1,2,6,4
Cutter,91.8,14,B,R,1,0,1,2,6,4
Changeup,91.4,8,X,L,0,0,0,0,7,4
Cutter,87.7,11,B,L,1,0,0,0,7,4
Cutter,92.2,14,B,L,2,0,0,0,7,4
2-Seam Fastball,90.9,2,X,L,0,0,1,0,7,4
Cutter,92.6,7,S,L,0,1,1,0,7,4
Changeup,91.7,12,X,L,0,0,1,1,7,4
2-Seam Fastball,88.2,11,B,L,1,0,1,1,7,4
Changeup,93.5,14,B,L,2,0,1,1,7,4
2-Seam Fastball,87.9,4,S,L,2,1,1,1,7,4
Cutter,92.6,13,S,L,2,2,1,1,7,4
Cutter,91,13,B,L,3,2,1,1,7,4
Cutter,91.8,2,S,L,3,2,1,1,7,4
Changeup,91.3,14,S,R,0,0,0,0,1,4
2-Seam Fastball,90,14,B,R,1,0,0,0,1,4
2-Seam Fastball,90.5,14,B,R,2,0,0,0,1,4
2-Seam Fastball,90.7,2,X,L,0,0,0,1,1,4
Slider,92,8,X,R,0,0,1,1,1,4
2-Seam Fastball,85.5,14,B,R,1,0,1,1,1,4
2-Seam Fastball,92.1,11,B,R,2,0,1,1,1,4
2-Seam Fastball,91.2,11,B,R,3,0,1,1,1,4
Slider,92,3,S,R,3,1,1,1,1,4
Slider,86.9,2,S,R,3,2,1,1,1,4
2-Seam Fastball,87,14,X,R,0,0,1,1,1,4
2-Seam Fastball,92.9,1,S,R,0,1,1,1,1,4
Slider,91.7,11,S,R,0,2,1,1,1,4
2-Seam Fastball,88.3,12,X,L,0,0,1,2,1,3
2-Seam Fastball,91.9,2,S,L,0,1,1,2,1,3
Cutter,92.5,4,S,L,0,2,1,2,1,3
2-Seam Fastball,88.8,12,S,R,0,0,0,0,2,3
2-Seam Fastball,92.9,12,S,R,0,1,0,0,2,3
2-Seam Fastball,91.9,11,X,R,0,0,0,1,2,3
Curveball,91.9,12,B,R,1,0,0,1,2,3
2-Seam Fastball,73.8,11,B,R,2,0,0,1,2,3
Cutter,92.1,11,S,R,2,1,0,1,2,3
2-Seam Fastball,88.5,8,X,R,0,0,0,2,2,3
Slider,93.2,6,S,R,0,1,0,2,2,3
2-Seam Fastball,85.7,14,X,R,0,0,0,0,3,3
2-Seam Fastball,92.4,6,S,R,0,1,0,0,3,3
2-Seam Fastball,92.1,11,S,R,0,2,0,0,3,3
Slider,92.2,12,B,R,1,2,0,0,3,3
Slider,85.3,3,S,R,1,2,0,0,3,3
2-Seam Fastball,84.7,14,B,R,2,2,0,0,3,3
2-Seam Fastball,92.1,9,S,R,0,0,0,1,3,3
Slider,93,14,B,R,1,0,0,1,3,3
Slider,85.8,3,S,R,1,1,0,1,3,3
2-Seam Fastball,85.3,14,B,R,2,1,0,1,3,3
2-Seam Fastball,92.9,14,S,R,2,2,0,1,3,3
Cutter,92.2,5,S,R,2,2,0,1,3,3
Curveball,89.4,14,X,L,0,0,0,2,3,3
Cutter,74.9,2,X,R,0,0,0,0,4,3
2-Seam Fastball,88.7,12,S,R,0,1,0,0,4,3
Slider,92.1,11,B,R,1,1,0,0,4,3
2-Seam Fastball,84.6,12,S,R,1,2,0,0,4,3
2-Seam Fastball,92.4,14,B,R,2,2,0,0,4,3
Curveball,92.3,4,X,R,0,0,0,1,4,3
2-Seam Fastball,73.4,11,B,R,1,0,0,1,4,3
2-Seam Fastball,91.5,1,S,R,1,1,0,1,4,3
2-Seam Fastball,91.6,4,S,R,1,2,0,1,4,3
Slider,92,14,B,R,2,2,0,1,4,3
Cutter,87,9,S,R,2,2,0,1,4,3
Slider,90.9,14,B,R,3,2,0,1,4,3
2-Seam Fastball,87.1,6,S,R,3,2,0,1,4,3
Slider,92.3,5,S,R,3,2,0,1,4,3
Curveball,85.9,9,X,L,0,0,0,2,4,3
2-Seam Fastball,72.6,12,B,L,1,0,0,2,4,3
2-Seam Fastball,92.1,11,B,L,2,0,0,2,4,3
Slider,92.1,11,S,L,2,1,0,2,4,3
Slider,84.4,6,X,R,0,0,0,0,5,3
Slider,84.9,11,B,R,1,0,0,0,5,3
Slider,82,6,S,R,1,1,0,0,5,3
2-Seam Fastball,87.7,6,S,R,1,2,0,0,5,3
2-Seam Fastball,92.8,14,B,R,2,2,0,0,5,3
Slider,92.3,3,S,R,2,2,0,0,5,3
Curveball,86.2,12,X,R,0,0,0,1,5,3
Slider,74.8,12,B,R,1,0,0,1,5,3
2-Seam Fastball,84.3,3,S,R,1,1,0,1,5,3
2-Seam Fastball,92.1,8,S,R,1,2,0,1,5,3
Slider,92.7,12,X,R,0,0,0,2,5,3
2-Seam Fastball,83.7,3,S,R,0,1,0,2,5,3
Slider,91.5,3,X,R,0,0,0,2,5,2
Slider,84,14,B,R,1,0,0,2,5,2
2-Seam Fastball,83.4,6,S,R,1,1,0,2,5,2
2-Seam Fastball,92.2,14,B,R,2,1,0,2,5,2
Slider,91.2,3,S,R,2,2,0,2,5,2
Cutter,83.4,6,S,R,2,2,0,2,5,2
2-Seam Fastball,88.6,14,B,R,3,2,0,2,5,2
Slider,91.7,14,B,R,0,0,1,2,5,2
Slider,87.9,14,B,R,1,0,1,2,5,2
2-Seam Fastball,85,6,S,R,1,1,1,2,5,2
Cutter,91.8,1,S,R,1,2,1,2,5,2
Cutter,89.2,14,B,R,2,2,1,2,5,2
Slider,89.4,14,B,R,3,2,1,2,5,2
Cutter,86.3,14,B,L,0,0,1,2,5,2
2-Seam Fastball,90.6,14,B,L,1,0,1,2,5,2
Changeup,92.6,5,S,L,1,1,1,2,5,2
Cutter,88.6,13,B,L,2,1,1,2,5,2
Cutter,90.6,12,B,L,3,1,1,2,5,2
Changeup,89.5,9,S,L,3,2,1,2,5,2
2-Seam Fastball,87,11,B,R,0,0,0,0,1,0
2-Seam Fastball,92.7,11,B,R,1,0,0,0,1,0
2-Seam Fastball,92.5,14,S,R,1,1,0,0,1,0
2-Seam Fastball,92,8,X,L,0,0,1,0,1,0
Cutter,92.3,1,S,L,0,1,1,0,1,0
Cutter,90.3,6,S,L,0,2,1,0,1,0
2-Seam Fastball,90.6,9,X,L,0,0,1,0,1,0
2-Seam Fastball,93.2,13,B,L,1,0,1,0,1,0
2-Seam Fastball,92.5,9,X,R,0,0,1,1,1,0
2-Seam Fastball,93.6,13,S,R,0,1,1,1,1,0
Cutter,93.2,7,X,L,0,0,1,1,1,-1
Changeup,90.7,14,B,L,1,0,1,1,1,-1
Cutter,87.4,4,X,L,0,0,1,1,1,-2
2-Seam Fastball,89.8,1,B,L,1,0,1,1,1,-2
Cutter,93,14,B,L,2,0,1,1,1,-2
2-Seam Fastball,90.7,3,X,R,0,0,1,2,1,-2
Cutter,91.6,13,B,R,1,0,1,2,1,-2
Cutter,90.7,9,S,R,1,1,1,2,1,-2
2-Seam Fastball,89.9,14,B,R,2,1,1,2,1,-2
Cutter,91.6,2,S,R,2,2,1,2,1,-2
Slider,88.9,8,S,R,2,2,1,2,1,-2
Slider,85.5,14,B,R,3,2,1,2,1,-2
2-Seam Fastball,86,14,S,L,0,0,0,0,2,-1
Cutter,91.1,4,S,L,0,1,0,0,2,-1
2-Seam Fastball,88.3,12,B,L,1,1,0,0,2,-1
Slider,91.8,4,S,L,1,2,0,0,2,-1
Cutter,84.1,14,B,L,2,2,0,0,2,-1
Cutter,87.8,2,S,L,2,2,0,0,2,-1
2-Seam Fastball,88.6,8,S,L,0,0,0,1,2,-1
2-Seam Fastball,92.5,14,B,L,1,0,0,1,2,-1
2-Seam Fastball,90.7,8,S,L,1,1,0,1,2,-1
Slider,91.3,4,X,R,0,0,0,2,2,-1
Cutter,86,14,B,R,1,0,0,2,2,-1
Cutter,91.4,14,B,R,2,0,0,2,2,-1
Slider,92.1,5,S,R,2,1,0,2,2,-1
Slider,85.6,1,X,L,0,0,1,2,2,-1
2-Seam Fastball,85.7,14,B,L,1,0,1,2,2,-1
Cutter,92.9,14,B,L,2,0,1,2,2,-1
Cutter,90.4,8,S,L,2,1,1,2,2,-1
Slider,91,7,S,L,2,2,1,2,2,-1
Slider,89,4,S,L,2,2,1,2,2,-1
Cutter,86,8,S,L,2,2,1,2,2,-1
Slider,90.6,5,S,L,2,2,1,2,2,-1
Slider,89.9,13,X,L,0,0,0,0,3,-1
Cutter,85.3,14,X,R,0,0,0,1,3,-1
Slider,90.1,11,B,R,1,0,0,1,3,-1
Slider,87.1,1,S,R,1,1,0,1,3,-1
Cutter,86.4,14,B,R,2,1,0,1,3,-1
Slider,90.9,13,B,R,3,1,0,1,3,-1
2-Seam Fastball,87.2,14,B,L,0,0,1,1,3,-1
2-Seam Fastball,92.9,4,S,L,0,1,1,1,3,-1
Cutter,93,1,B,L,1,1,1,1,3,-1
2-Seam Fastball,89.7,2,S,L,1,2,1,1,3,-1
Cutter,92.8,7,S,L,1,2,1,1,3,-1
Cutter,89.4,14,S,L,0,0,1,2,3,-1
Cutter,90,6,X,R,0,0,0,0,4,0
Slider,89.5,6,S,R,0,1,0,0,4,0
Slider,87.3,8,S,R,0,2,0,0,4,0
Cutter,87.5,14,S,L,0,0,0,1,4,0
Cutter,89.4,11,B,L,1,0,0,1,4,0
2-Seam Fastball,89.9,14,B,L,2,0,0,1,4,0
Changeup,92.1,4,X,L,0,0,1,1,4,0
Changeup,88.7,11,B,L,1,0,1,1,4,0
Changeup,88.1,11,S,L,1,1,1,1,4,0
Changeup,89.9,12,B,L,2,1,1,1,4,0
Cutter,88.9,8,S,L,2,2,1,1,4,0
2-Seam Fastball,87.3,9,X,R,0,0,1,2,4,0
Slider,93.4,13,B,R,1,0,1,2,4,0
Cutter,88.6,14,B,R,2,0,1,2,4,0
2-Seam Fastball,91.9,14,B,R,3,0,1,2,4,0
2-Seam Fastball,92,14,S,R,3,1,1,2,4,0
Cutter,92.2,4,S,R,3,2,1,2,4,0
Slider,90.2,6,S,L,0,0,0,0,5,2
Slider,82.3,11,B,L,1,0,0,0,5,2
Slider,83.6,14,S,L,1,1,0,0,5,2
Slider,85.8,4,S,L,1,2,0,0,5,2
Slider,86.3,14,B,L,2,2,0,0,5,2
Slider,87,1,S,L,0,0,0,1,5,2
Slider,83.8,13,B,L,1,0,0,1,5,2
2-Seam Fastball,83.7,11,B,L,2,0,0,1,5,2
Cutter,91.5,13,B,L,3,0,0,1,5,2
Cutter,89.7,14,S,L,3,1,0,1,5,2
2-Seam Fastball,89.1,12,S,L,3,2,0,1,5,2
Cutter,90.6,14,X,R,0,0,0,2,5,2
Cutter,89.4,1,S,R,0,1,0,2,5,2
Slider,89,13,B,R,1,1,0,2,5,2
Cutter,81.2,14,S,R,1,2,0,2,5,2
Slider,91.6,12,B,R,2,2,0,2,5,2
Cutter,75.2,14,B,R,3,2,0,2,5,2
Cutter,89.7,14,X,L,0,0,0,0,6,2
Slider,89.2,4,S,L,0,1,0,0,6,2
Cutter,88.7,13,B,L,1,1,0,0,6,2
2-Seam Fastball,90.2,14,B,L,2,1,0,0,6,2
Cutter,90.7,11,B,L,3,1,0,0,6,2
Cutter,88.5,4,S,L,3,2,0,0,6,2
Cutter,89,9,S,L,3,2,0,0,6,2
Curveball,89.2,4,X,L,0,0,0,1,6,2
Slider,73.6,5,S,L,0,1,0,1,6,2
Changeup,84.8,14,B,L,1,1,0,1,6,2
2-Seam Fastball,88.9,11,B,L,2,1,0,1,6,2
Cutter,90.4,14,B,L,3,1,0,1,6,2
Cutter,89.2,5,S,L,3,2,0,1,6,2
Slider,88.4,5,S,L,3,2,0,1,6,2
Slider,84.6,14,S,R,0,0,0,2,6,2
4-Seam Fastball,86,11,B,L,0,0,1,2,6,2
2-Seam Fastball,90.9,13,S,L,0,1,1,2,6,2
Slider,92,9,S,L,0,2,1,2,6,2
Cutter,86.8,7,S,L,0,2,1,2,6,2
Cutter,89.7,13,S,L,0,2,1,2,6,2
Slider,88.8,14,B,L,1,2,1,2,6,2
Cutter,84.5,14,B,L,2,2,1,2,6,2
Cutter,89.3,14,B,L,3,2,1,2,6,2
